model,RMSE_W,MAE_W,RMSLE,R2,macro_RMSE_W,macro_MAE_W,macro_RMSLE,macro_R2,delta_R2,source
Physics proxy,45.51960119750719,35.717920845517106,0.5269987608424249,0.4919403809788715,45.12504044870437,35.771702431661495,0.5169444449163635,0.463614438424553,-1.1733770878968461,executed rolling physics proxy
