model,features,window,hidden_size,layers,dropout,epochs,max_rows_per_flight,learning_rate,seconds,RMSE_W,MAE_W,RMSLE,R2,macro_RMSE_W,macro_MAE_W,macro_RMSLE,macro_R2,delta_R2,candidate
GRU-state-time,40,64,64,2,0.05,55,0,0.0007,165.67076150001958,22.991407086842266,16.779718391410643,0.2587782487176063,0.8703869042986349,21.097855198777957,16.7180221308551,0.2522677148106274,0.8624898940554545,0.4280545197414985,h64_l2_do05_devselected
